CustomerKey,AnnualIncome
15361,"$160,000 "
15362,"$90,000 "
15363,"$90,000 "
15364,"$90,000 "
15365,"$120,000 "
15366,"$130,000 "
15367,"$90,000 "
15368,"$110,000 "
15369,"$70,000 "
15370,"$70,000 "
15371,"$80,000 "
15372,"$80,000 "
15373,"$60,000 "
15374,"$70,000 "
15375,"$80,000 "
15376,"$80,000 "
15377,"$80,000 "
15378,"$80,000 "
15379,"$130,000 "
15380,"$100,000 "
15381,"$100,000 "
15382,"$110,000 "
15383,"$130,000 "
15384,"$80,000 "
15385,"$90,000 "
15386,"$90,000 "
15387,"$110,000 "
15388,"$130,000 "
15389,"$130,000 "
15390,"$60,000 "
15391,"$90,000 "
15392,"$80,000 "
15393,"$60,000 "
15394,"$90,000 "
15395,"$80,000 "
15396,"$100,000 "
15398,"$150,000 "
15399,"$80,000 "
15400,"$60,000 "
15401,"$60,000 "
15402,"$60,000 "
15403,"$60,000 "
15404,"$70,000 "
15405,"$70,000 "
15406,"$70,000 "
15407,"$70,000 "
15408,"$70,000 "
15409,"$40,000 "
15410,"$40,000 "
15411,"$70,000 "
15412,"$130,000 "
15413,"$130,000 "
15414,"$110,000 "
15415,"$110,000 "
15416,"$100,000 "
15417,"$70,000 "
15418,"$90,000 "
15419,"$100,000 "
15420,"$100,000 "
15421,"$100,000 "
15422,"$40,000 "
15423,"$40,000 "
15424,"$30,000 "
15425,"$10,000 "
15426,"$10,000 "
15427,"$60,000 "
15428,"$60,000 "
15429,"$70,000 "
15430,"$40,000 "
15431,"$40,000 "
15432,"$60,000 "
15433,"$60,000 "
15434,"$20,000 "
15435,"$30,000 "
15436,"$30,000 "
15437,"$20,000 "
15438,"$30,000 "
15439,"$10,000 "
15440,"$10,000 "
15441,"$10,000 "
15442,"$10,000 "
15443,"$10,000 "
15444,"$20,000 "
15445,"$20,000 "
15446,"$20,000 "
15447,"$20,000 "
15448,"$20,000 "
15449,"$30,000 "
15450,"$10,000 "
15451,"$30,000 "
15452,"$10,000 "
15453,"$20,000 "
15454,"$20,000 "
15455,"$10,000 "
15456,"$20,000 "
15457,"$20,000 "
15458,"$20,000 "
15459,"$20,000 "
15460,"$20,000 "
15461,"$30,000 "
15462,"$10,000 "
15463,"$10,000 "
15464,"$10,000 "
15465,"$10,000 "
15466,"$50,000 "
15467,"$50,000 "
15468,"$50,000 "
15469,"$60,000 "
15470,"$60,000 "
15471,"$50,000 "
15472,"$50,000 "
15473,"$50,000 "
15474,"$50,000 "
15475,"$50,000 "
15476,"$60,000 "
15477,"$60,000 "
15478,"$60,000 "
15479,"$60,000 "
15480,"$70,000 "
15481,"$70,000 "
15482,"$70,000 "
15483,"$70,000 "
15484,"$80,000 "
15485,"$60,000 "
15486,"$60,000 "
15487,"$60,000 "
15488,"$60,000 "
15489,"$60,000 "
15490,"$70,000 "
15491,"$70,000 "
15492,"$70,000 "
15493,"$70,000 "
15494,"$70,000 "
15495,"$40,000 "
15496,"$40,000 "
15497,"$40,000 "
15498,"$60,000 "
15500,"$70,000 "
15501,"$70,000 "
15502,"$40,000 "
15503,"$50,000 "
15504,"$50,000 "
15505,"$50,000 "
15506,"$60,000 "
15507,"$60,000 "
15508,"$60,000 "
15509,"$60,000 "
15510,"$70,000 "
15511,"$60,000 "
15512,"$70,000 "
15513,"$70,000 "
15514,"$70,000 "
15515,"$70,000 "
15516,"$70,000 "
15517,"$80,000 "
15518,"$80,000 "
15519,"$10,000 "
15520,"$40,000 "
15521,"$80,000 "
15522,"$60,000 "
15523,"$40,000 "
15524,"$50,000 "
15525,"$50,000 "
15526,"$50,000 "
15527,"$50,000 "
15528,"$60,000 "
15529,"$60,000 "
15530,"$60,000 "
15531,"$60,000 "
15532,"$60,000 "
15533,"$70,000 "
15534,"$70,000 "
15535,"$70,000 "
15536,"$60,000 "
15537,"$60,000 "
15538,"$60,000 "
15539,"$70,000 "
15540,"$70,000 "
15541,"$70,000 "
15542,"$70,000 "
15543,"$70,000 "
15544,"$70,000 "
15545,"$40,000 "
15546,"$40,000 "
15547,"$60,000 "
15548,"$40,000 "
15549,"$50,000 "
15550,"$50,000 "
15551,"$50,000 "
15552,"$50,000 "
15553,"$60,000 "
15554,"$60,000 "
15555,"$60,000 "
15556,"$60,000 "
15557,"$60,000 "
15558,"$60,000 "
15559,"$60,000 "
15560,"$60,000 "
15561,"$60,000 "
15562,"$60,000 "
15563,"$60,000 "
15564,"$60,000 "
15565,"$70,000 "
15566,"$70,000 "
15567,"$80,000 "
15568,"$80,000 "
15569,"$80,000 "
15570,"$60,000 "
15571,"$60,000 "
15572,"$60,000 "
15573,"$70,000 "
15574,"$70,000 "
15575,"$60,000 "
15576,"$80,000 "
15577,"$80,000 "
15578,"$80,000 "
15579,"$60,000 "
15580,"$60,000 "
15581,"$60,000 "
15582,"$60,000 "
15583,"$70,000 "
15584,"$70,000 "
15585,"$70,000 "
15586,"$110,000 "
15587,"$110,000 "
15588,"$110,000 "
15589,"$110,000 "
15590,"$120,000 "
15591,"$120,000 "
15592,"$70,000 "
15593,"$70,000 "
15594,"$80,000 "
15595,"$90,000 "
15596,"$90,000 "
15597,"$90,000 "
15598,"$60,000 "
15599,"$60,000 "
15600,"$70,000 "
15601,"$70,000 "
15602,"$70,000 "
15603,"$60,000 "
15604,"$60,000 "
15605,"$60,000 "
15606,"$60,000 "
15607,"$70,000 "
15608,"$30,000 "
15609,"$20,000 "
15610,"$30,000 "
15611,"$30,000 "
15612,"$30,000 "
15613,"$30,000 "
15614,"$40,000 "
15615,"$30,000 "
15616,"$30,000 "
15617,"$30,000 "
15618,"$40,000 "
15619,"$40,000 "
15620,"$50,000 "
15621,"$50,000 "
15622,"$30,000 "
15623,"$40,000 "
15624,"$40,000 "
15625,"$40,000 "
15626,"$40,000 "
15627,"$40,000 "
15628,"$40,000 "
15629,"$10,000 "
15630,"$20,000 "
15631,"$20,000 "
15632,"$20,000 "
15633,"$20,000 "
15634,"$30,000 "
15635,"$30,000 "
15636,"$40,000 "
15637,"$40,000 "
15639,"$10,000 "
15640,"$10,000 "
15641,"$10,000 "
15642,"$10,000 "
15643,"$10,000 "
15644,"$10,000 "
15645,"$20,000 "
15646,"$10,000 "
15647,"$20,000 "
15648,"$20,000 "
15649,"$30,000 "
15650,"$20,000 "
15651,"$20,000 "
15652,"$30,000 "
15653,"$30,000 "
15654,"$10,000 "
15655,"$20,000 "
15656,"$20,000 "
15657,"$30,000 "
15658,"$10,000 "
15659,"$20,000 "
15660,"$20,000 "
15661,"$30,000 "
15662,"$30,000 "
15663,"$30,000 "
15664,"$30,000 "
15665,"$30,000 "
15666,"$10,000 "
15667,"$30,000 "
15668,"$40,000 "
15669,"$40,000 "
15670,"$20,000 "
15671,"$20,000 "
15672,"$20,000 "
15673,"$20,000 "
15674,"$30,000 "
15675,"$40,000 "
15676,"$40,000 "
15677,"$40,000 "
15678,"$40,000 "
15679,"$10,000 "
15680,"$10,000 "
15682,"$80,000 "
15683,"$90,000 "
15684,"$90,000 "
15685,"$110,000 "
15686,"$130,000 "
15687,"$70,000 "
15688,"$70,000 "
15689,"$90,000 "
15690,"$160,000 "
15691,"$90,000 "
15692,"$90,000 "
15693,"$90,000 "
15694,"$80,000 "
15695,"$150,000 "
15696,"$100,000 "
15697,"$110,000 "
15698,"$120,000 "
15699,"$170,000 "
15700,"$80,000 "
15701,"$130,000 "
15702,"$130,000 "
15703,"$80,000 "
15704,"$90,000 "
15705,"$100,000 "
15706,"$90,000 "
15707,"$120,000 "
15708,"$120,000 "
15709,"$70,000 "
15710,"$90,000 "
15711,"$110,000 "
15712,"$130,000 "
15713,"$130,000 "
15714,"$80,000 "
15715,"$60,000 "
15716,"$70,000 "
15717,"$70,000 "
15718,"$70,000 "
15719,"$80,000 "
15720,"$70,000 "
15721,"$80,000 "
15722,"$80,000 "
15723,"$90,000 "
15724,"$90,000 "
15725,"$90,000 "
15726,"$90,000 "
15727,"$80,000 "
15728,"$110,000 "
15729,"$90,000 "
15730,"$90,000 "
15731,"$80,000 "
15732,"$120,000 "
15733,"$120,000 "
15734,"$100,000 "
15735,"$100,000 "
15736,"$110,000 "
15737,"$120,000 "
15738,"$120,000 "
15739,"$70,000 "
15740,"$80,000 "
15741,"$80,000 "
15742,"$90,000 "
15743,"$120,000 "
15744,"$120,000 "
15746,"$120,000 "
15747,"$70,000 "
15748,"$70,000 "
15749,"$70,000 "
15750,"$70,000 "
15751,"$80,000 "
15752,"$80,000 "
15753,"$70,000 "
15754,"$70,000 "
15755,"$70,000 "
15756,"$70,000 "
15757,"$70,000 "
15758,"$130,000 "
15759,"$80,000 "
15760,"$30,000 "
15761,"$30,000 "
15762,"$30,000 "
15763,"$60,000 "
15764,"$120,000 "
15765,"$130,000 "
15766,"$160,000 "
15768,"$130,000 "
15769,"$130,000 "
15770,"$150,000 "
15771,"$130,000 "
15772,"$70,000 "
15773,"$70,000 "
15774,"$60,000 "
15775,"$60,000 "
15776,"$60,000 "
15777,"$60,000 "
15778,"$70,000 "
15779,"$70,000 "
15780,"$70,000 "
15781,"$80,000 "
15782,"$90,000 "
15783,"$90,000 "
15784,"$90,000 "
15785,"$70,000 "
15786,"$70,000 "
15787,"$60,000 "
15788,"$100,000 "
15790,"$60,000 "
15791,"$60,000 "
15792,"$60,000 "
15793,"$70,000 "
15794,"$80,000 "
15795,"$80,000 "
15796,"$80,000 "
15797,"$80,000 "
15798,"$70,000 "
15799,"$90,000 "
15800,"$90,000 "
15801,"$70,000 "
15802,"$70,000 "
15803,"$70,000 "
15804,"$70,000 "
15805,"$70,000 "
15806,"$70,000 "
15807,"$70,000 "
15808,"$70,000 "
15809,"$70,000 "
15810,"$70,000 "
15811,"$70,000 "
15812,"$30,000 "
15813,"$30,000 "
15814,"$40,000 "
15815,"$40,000 "
15816,"$40,000 "
15817,"$40,000 "
15818,"$40,000 "
15819,"$30,000 "
15820,"$30,000 "
15821,"$30,000 "
15822,"$40,000 "
15823,"$60,000 "
15824,"$30,000 "
15825,"$40,000 "
15826,"$30,000 "
15827,"$40,000 "
15828,"$30,000 "
15829,"$40,000 "
15830,"$40,000 "
15831,"$40,000 "
15832,"$40,000 "
15833,"$60,000 "
15834,"$40,000 "
15835,"$40,000 "
15836,"$40,000 "
15837,"$40,000 "
15838,"$30,000 "
15839,"$30,000 "
15840,"$70,000 "
15841,"$80,000 "
15842,"$80,000 "
15843,"$80,000 "
15844,"$80,000 "
15845,"$80,000 "
15846,"$80,000 "
15847,"$90,000 "
15848,"$90,000 "
15849,"$110,000 "
15850,"$110,000 "
15851,"$110,000 "
15852,"$120,000 "
15853,"$120,000 "
15854,"$120,000 "
15855,"$80,000 "
15856,"$90,000 "
15857,"$60,000 "
15858,"$60,000 "
15859,"$60,000 "
15860,"$40,000 "
15861,"$40,000 "
15862,"$50,000 "
15863,"$50,000 "
15864,"$50,000 "
15865,"$40,000 "
15866,"$60,000 "
15867,"$60,000 "
15868,"$60,000 "
15869,"$60,000 "
15871,"$60,000 "
15872,"$50,000 "
15873,"$70,000 "
15874,"$70,000 "
15875,"$70,000 "
15876,"$70,000 "
15877,"$70,000 "
15878,"$70,000 "
15879,"$70,000 "
15880,"$70,000 "
15881,"$60,000 "
15882,"$60,000 "
15883,"$60,000 "
15884,"$60,000 "
15885,"$60,000 "
15886,"$60,000 "
15887,"$60,000 "
15888,"$70,000 "
15889,"$70,000 "
15890,"$60,000 "
15891,"$70,000 "
15892,"$40,000 "
15893,"$40,000 "
15894,"$40,000 "
15895,"$60,000 "
15896,"$60,000 "
15897,"$70,000 "
15898,"$60,000 "
15899,"$70,000 "
15900,"$40,000 "
15901,"$60,000 "
15902,"$60,000 "
15903,"$60,000 "
15904,"$60,000 "
15905,"$70,000 "
15906,"$70,000 "
15907,"$60,000 "
15908,"$60,000 "
15909,"$60,000 "
15910,"$70,000 "
15911,"$60,000 "
15912,"$60,000 "
15913,"$60,000 "
15914,"$70,000 "
15915,"$70,000 "
15916,"$70,000 "
15917,"$70,000 "
15918,"$70,000 "
15919,"$130,000 "
15920,"$100,000 "
15921,"$100,000 "
15922,"$150,000 "
15923,"$100,000 "
15924,"$100,000 "
15925,"$110,000 "
15926,"$120,000 "
15927,"$120,000 "
15928,"$120,000 "
15929,"$150,000 "
15930,"$100,000 "
15931,"$110,000 "
15932,"$130,000 "
15933,"$160,000 "
15934,"$70,000 "
15935,"$70,000 "
15936,"$90,000 "
15937,"$90,000 "
15938,"$100,000 "
15939,"$100,000 "
15940,"$100,000 "
15941,"$120,000 "
15942,"$80,000 "
15943,"$80,000 "
15944,"$90,000 "
15945,"$100,000 "
15946,"$110,000 "
15947,"$120,000 "
15948,"$130,000 "
15949,"$130,000 "
15950,"$70,000 "
15951,"$70,000 "
15952,"$90,000 "
15953,"$60,000 "
15954,"$100,000 "
15955,"$110,000 "
15956,"$130,000 "
15957,"$130,000 "
15958,"$90,000 "
15959,"$100,000 "
15960,"$120,000 "
15961,"$150,000 "
15962,"$90,000 "
15963,"$90,000 "
15964,"$130,000 "
15965,"$150,000 "
15966,"$60,000 "
15967,"$70,000 "
15968,"$70,000 "
15969,"$90,000 "
15970,"$80,000 "
15971,"$50,000 "
15972,"$70,000 "
15973,"$60,000 "
15974,"$80,000 "
15975,"$90,000 "
15976,"$90,000 "
15977,"$90,000 "
15978,"$90,000 "
15979,"$90,000 "
15980,"$100,000 "
15981,"$100,000 "
15982,"$110,000 "
15984,"$170,000 "
15985,"$170,000 "
15986,"$60,000 "
15987,"$60,000 "
15988,"$70,000 "
15989,"$70,000 "
15990,"$70,000 "
15991,"$70,000 "
15992,"$70,000 "
15993,"$60,000 "
15994,"$40,000 "
15995,"$40,000 "
15996,"$40,000 "
15997,"$70,000 "
15998,"$70,000 "
15999,"$70,000 "
16000,"$70,000 "
16001,"$80,000 "
16002,"$110,000 "
16003,"$130,000 "
16004,"$90,000 "
16005,"$90,000 "
16006,"$110,000 "
16007,"$90,000 "
16008,"$110,000 "
16009,"$170,000 "
16010,"$120,000 "
16011,"$130,000 "
16012,"$90,000 "
16013,"$90,000 "
16014,"$120,000 "
16015,"$30,000 "
16016,"$20,000 "
16017,"$60,000 "
16018,"$60,000 "
16019,"$60,000 "
16020,"$40,000 "
16021,"$40,000 "
16022,"$40,000 "
16023,"$10,000 "
16024,"$40,000 "
16025,"$10,000 "
16026,"$30,000 "
16027,"$30,000 "
16028,"$30,000 "
16029,"$30,000 "
16030,"$20,000 "
16031,"$30,000 "
16032,"$10,000 "
16033,"$10,000 "
16034,"$10,000 "
16035,"$20,000 "
16036,"$10,000 "
16037,"$10,000 "
16039,"$10,000 "
16040,"$20,000 "
16041,"$20,000 "
16042,"$20,000 "
16043,"$10,000 "
16044,"$10,000 "
16045,"$20,000 "
16046,"$20,000 "
16047,"$10,000 "
16048,"$10,000 "
16049,"$10,000 "
16050,"$10,000 "
16051,"$20,000 "
16052,"$20,000 "
16053,"$20,000 "
16054,"$20,000 "
16055,"$10,000 "
16056,"$10,000 "
16057,"$10,000 "
16058,"$10,000 "
16059,"$20,000 "
16060,"$50,000 "
16061,"$50,000 "
16062,"$50,000 "
16063,"$50,000 "
16064,"$50,000 "
16065,"$50,000 "
16066,"$50,000 "
16067,"$50,000 "
16068,"$50,000 "
16070,"$60,000 "
16071,"$60,000 "
16072,"$60,000 "
16073,"$60,000 "
16074,"$60,000 "
16075,"$60,000 "
16076,"$60,000 "
16077,"$70,000 "
16078,"$70,000 "
16079,"$80,000 "
16080,"$40,000 "
16081,"$70,000 "
16082,"$70,000 "
16083,"$40,000 "
16084,"$40,000 "
16085,"$60,000 "
16086,"$70,000 "
16087,"$70,000 "
16088,"$40,000 "
16089,"$50,000 "
16090,"$50,000 "
16091,"$50,000 "
16092,"$60,000 "
16093,"$60,000 "
16094,"$60,000 "
16095,"$70,000 "
16096,"$60,000 "
16097,"$60,000 "
16098,"$70,000 "
16099,"$70,000 "
16100,"$70,000 "
16101,"$80,000 "
16102,"$40,000 "
16103,"$80,000 "
16104,"$80,000 "
16105,"$80,000 "
16106,"$60,000 "
16107,"$50,000 "
16108,"$60,000 "
16109,"$60,000 "
16110,"$60,000 "
16111,"$70,000 "
16112,"$70,000 "
16113,"$70,000 "
16114,"$70,000 "
16115,"$70,000 "
16116,"$70,000 "
16117,"$40,000 "
16118,"$70,000 "
16119,"$40,000 "
16120,"$40,000 "
16121,"$40,000 "
16122,"$40,000 "
16123,"$40,000 "
16124,"$40,000 "
16125,"$60,000 "
16126,"$60,000 "
16127,"$60,000 "
16128,"$60,000 "
16129,"$40,000 "
16130,"$40,000 "
16131,"$40,000 "
16132,"$60,000 "
16133,"$50,000 "
16134,"$50,000 "
16135,"$50,000 "
16136,"$50,000 "
16137,"$50,000 "
16138,"$60,000 "
16139,"$60,000 "
16140,"$60,000 "
16141,"$60,000 "
16142,"$60,000 "
16143,"$60,000 "
16144,"$70,000 "
16145,"$70,000 "
16146,"$80,000 "
16147,"$80,000 "
16148,"$80,000 "
16149,"$60,000 "
16150,"$60,000 "
16151,"$60,000 "
16152,"$70,000 "
16153,"$70,000 "
16154,"$70,000 "
16155,"$80,000 "
16156,"$90,000 "
16157,"$90,000 "
16159,"$100,000 "
16160,"$60,000 "
16161,"$60,000 "
16162,"$70,000 "
16163,"$60,000 "
16164,"$60,000 "
16165,"$70,000 "
16166,"$70,000 "
16167,"$70,000 "
16168,"$70,000 "
16169,"$70,000 "
16170,"$80,000 "
16171,"$80,000 "
16172,"$80,000 "
16173,"$60,000 "
16174,"$60,000 "
16175,"$60,000 "
16176,"$70,000 "
16177,"$70,000 "
16178,"$80,000 "
16179,"$80,000 "
16180,"$70,000 "
16181,"$70,000 "
16182,"$60,000 "
16183,"$60,000 "
16184,"$60,000 "
16185,"$60,000 "
16186,"$30,000 "
16187,"$20,000 "
16188,"$20,000 "
16189,"$30,000 "
16190,"$30,000 "
16191,"$30,000 "
16192,"$30,000 "
16193,"$30,000 "
16194,"$30,000 "
16195,"$30,000 "
16196,"$40,000 "
16197,"$20,000 "
16198,"$30,000 "
16199,"$40,000 "
16200,"$10,000 "
16201,"$20,000 "
16202,"$30,000 "
16203,"$40,000 "
16204,"$40,000 "
16205,"$40,000 "
16206,"$40,000 "
16207,"$40,000 "
16208,"$40,000 "
16209,"$50,000 "
16210,"$40,000 "
16211,"$40,000 "
16212,"$50,000 "
16213,"$60,000 "
16214,"$60,000 "
16215,"$60,000 "
16216,"$60,000 "
16217,"$60,000 "
16218,"$30,000 "
16219,"$30,000 "
16220,"$30,000 "
16221,"$30,000 "
16222,"$30,000 "
16223,"$30,000 "
16224,"$30,000 "
16225,"$30,000 "
16226,"$30,000 "
16227,"$30,000 "
16228,"$40,000 "
16229,"$40,000 "
16230,"$40,000 "
16231,"$40,000 "
16232,"$40,000 "
16233,"$80,000 "
16234,"$40,000 "
16235,"$40,000 "
16236,"$40,000 "
16237,"$40,000 "
16238,"$40,000 "
16239,"$40,000 "
16240,"$80,000 "
16241,"$80,000 "
16242,"$80,000 "
16243,"$80,000 "
16244,"$80,000 "
16245,"$80,000 "
16246,"$80,000 "
16247,"$60,000 "
16248,"$60,000 "
16249,"$60,000 "
16250,"$40,000 "
16251,"$10,000 "
16252,"$10,000 "
16253,"$20,000 "
16254,"$20,000 "
16255,"$20,000 "
16256,"$20,000 "
16257,"$20,000 "
16258,"$30,000 "
16259,"$10,000 "
16260,"$20,000 "
16261,"$40,000 "
16262,"$40,000 "
16263,"$40,000 "
16264,"$10,000 "
16265,"$30,000 "
16266,"$30,000 "
16267,"$30,000 "
16268,"$30,000 "
16269,"$30,000 "
16270,"$30,000 "
16271,"$20,000 "
16272,"$20,000 "
16273,"$30,000 "
16274,"$10,000 "
16275,"$20,000 "
16276,"$20,000 "
16277,"$30,000 "
16278,"$30,000 "
16279,"$10,000 "
16280,"$10,000 "
16281,"$10,000 "
16282,"$20,000 "
16283,"$20,000 "
16284,"$20,000 "
16285,"$40,000 "
16286,"$40,000 "
16287,"$40,000 "
16288,"$30,000 "
16289,"$30,000 "
16290,"$30,000 "
16291,"$30,000 "
16292,"$40,000 "
16293,"$40,000 "
16294,"$40,000 "
16295,"$30,000 "
16296,"$30,000 "
16297,"$40,000 "
16298,"$40,000 "
16299,"$20,000 "
16300,"$20,000 "
16301,"$20,000 "
16302,"$20,000 "
16303,"$20,000 "
16304,"$20,000 "
16305,"$30,000 "
16307,"$40,000 "
16308,"$40,000 "
16309,"$40,000 "
16310,"$40,000 "
16311,"$40,000 "
16312,"$30,000 "
16313,"$30,000 "
16314,"$30,000 "
16315,"$30,000 "
16316,"$30,000 "
16317,"$30,000 "
16318,"$30,000 "
16319,"$20,000 "
16320,"$20,000 "
16321,"$10,000 "
16322,"$10,000 "
16323,"$30,000 "
16324,"$40,000 "
16325,"$30,000 "
16326,"$10,000 "
16327,"$20,000 "
16328,"$20,000 "
16329,"$20,000 "
16330,"$30,000 "
16331,"$40,000 "
16332,"$10,000 "
16333,"$30,000 "
16334,"$30,000 "
16335,"$30,000 "
16336,"$60,000 "
16337,"$60,000 "
16338,"$20,000 "
16339,"$30,000 "
16340,"$20,000 "
16341,"$30,000 "
16342,"$30,000 "
16343,"$30,000 "
16344,"$70,000 "
16345,"$40,000 "
16346,"$40,000 "
16347,"$70,000 "
16348,"$80,000 "
16349,"$80,000 "
16350,"$80,000 "
16351,"$80,000 "
16352,"$80,000 "
16353,"$30,000 "
16354,"$30,000 "
16355,"$30,000 "
16356,"$60,000 "
16357,"$30,000 "
16358,"$30,000 "
16359,"$30,000 "
16360,"$30,000 "
16361,"$40,000 "
16362,"$40,000 "
16363,"$40,000 "
16364,"$40,000 "
16365,"$40,000 "
16366,"$40,000 "
16367,"$80,000 "
16368,"$80,000 "
16369,"$40,000 "
16370,"$40,000 "
16371,"$40,000 "
16372,"$40,000 "
16373,"$40,000 "
16374,"$40,000 "
16375,"$40,000 "
16376,"$40,000 "
16377,"$80,000 "
16378,"$80,000 "
16379,"$80,000 "
16380,"$80,000 "
16381,"$80,000 "
16382,"$80,000 "
16383,"$80,000 "
16384,"$60,000 "
16385,"$60,000 "
16386,"$20,000 "
16387,"$20,000 "
16388,"$30,000 "
16389,"$30,000 "
16390,"$30,000 "
16391,"$30,000 "
16392,"$40,000 "
16393,"$40,000 "
16394,"$10,000 "
16395,"$10,000 "
16396,"$10,000 "
16397,"$20,000 "
16398,"$20,000 "
16399,"$30,000 "
16400,"$30,000 "
16401,"$30,000 "
16402,"$30,000 "
16403,"$20,000 "
16404,"$40,000 "
16405,"$40,000 "
16406,"$40,000 "
16408,"$30,000 "
16409,"$30,000 "
16410,"$10,000 "
16411,"$10,000 "
16412,"$10,000 "
16413,"$10,000 "
16414,"$10,000 "
16415,"$20,000 "
16416,"$30,000 "
16417,"$30,000 "
16418,"$10,000 "
16419,"$20,000 "
16420,"$20,000 "
16421,"$20,000 "
16422,"$20,000 "
16423,"$10,000 "
16424,"$40,000 "
16425,"$40,000 "
16426,"$40,000 "
16427,"$60,000 "
16428,"$20,000 "
16429,"$30,000 "
16430,"$30,000 "
16431,"$30,000 "
16432,"$30,000 "
16433,"$30,000 "
16434,"$40,000 "
16435,"$40,000 "
16436,"$30,000 "
16437,"$20,000 "
16438,"$10,000 "
16439,"$20,000 "
16440,"$20,000 "
16441,"$20,000 "
16442,"$30,000 "
16443,"$30,000 "
16444,"$40,000 "
16445,"$30,000 "
16446,"$30,000 "
16447,"$40,000 "
16448,"$40,000 "
16449,"$30,000 "
16450,"$30,000 "
16451,"$30,000 "
16453,"$30,000 "
16454,"$30,000 "
16455,"$10,000 "
16456,"$20,000 "
16457,"$20,000 "
16458,"$30,000 "
16459,"$30,000 "
16460,"$30,000 "
16461,"$30,000 "
16462,"$20,000 "
16463,"$20,000 "
16464,"$10,000 "
16465,"$20,000 "
16466,"$20,000 "
16467,"$20,000 "
16468,"$30,000 "
16469,"$30,000 "
16470,"$40,000 "
16471,"$10,000 "
16472,"$20,000 "
16473,"$10,000 "
16474,"$10,000 "
16475,"$20,000 "
16476,"$30,000 "
16477,"$40,000 "
16478,"$70,000 "
16479,"$60,000 "
16480,"$20,000 "
16481,"$20,000 "
16482,"$30,000 "
16483,"$40,000 "
16484,"$40,000 "
16485,"$40,000 "
16486,"$30,000 "
16487,"$30,000 "
16488,"$30,000 "
16489,"$30,000 "
16490,"$60,000 "
16492,"$40,000 "
16493,"$40,000 "
16494,"$80,000 "
16495,"$80,000 "
16496,"$80,000 "
16497,"$30,000 "
16498,"$30,000 "
16499,"$30,000 "
16500,"$30,000 "
16501,"$30,000 "
16502,"$30,000 "
16503,"$60,000 "
16504,"$30,000 "
16505,"$30,000 "
16506,"$60,000 "
16508,"$10,000 "
16509,"$30,000 "
16510,"$10,000 "
16511,"$30,000 "
16512,"$40,000 "
16513,"$10,000 "
16514,"$10,000 "
16515,"$10,000 "
16516,"$20,000 "
16517,"$10,000 "
16518,"$10,000 "
16519,"$10,000 "
16520,"$10,000 "
16521,"$10,000 "
16522,"$10,000 "
16523,"$20,000 "
16524,"$20,000 "
16525,"$20,000 "
16526,"$20,000 "
16527,"$20,000 "
16528,"$20,000 "
16529,"$20,000 "
16530,"$30,000 "
16531,"$30,000 "
16532,"$20,000 "
16533,"$20,000 "
16534,"$30,000 "
16535,"$10,000 "
16536,"$10,000 "
16537,"$20,000 "
16538,"$20,000 "
16539,"$20,000 "
16540,"$20,000 "
16541,"$20,000 "
16542,"$20,000 "
16543,"$20,000 "
16544,"$10,000 "
16545,"$10,000 "
16546,"$20,000 "
16547,"$20,000 "
16549,"$30,000 "
16550,"$30,000 "
16551,"$30,000 "
16552,"$30,000 "
16553,"$40,000 "
16554,"$30,000 "
16555,"$10,000 "
16556,"$20,000 "
16557,"$20,000 "
16558,"$20,000 "
16559,"$10,000 "
16560,"$30,000 "
16561,"$30,000 "
16562,"$40,000 "
16563,"$20,000 "
16564,"$20,000 "
16565,"$40,000 "
16566,"$40,000 "
16567,"$50,000 "
16568,"$40,000 "
16569,"$10,000 "
16570,"$20,000 "
16571,"$20,000 "
16572,"$10,000 "
16573,"$20,000 "
16574,"$20,000 "
16575,"$170,000 "
16576,"$90,000 "
16577,"$90,000 "
16578,"$100,000 "
16579,"$70,000 "
16580,"$100,000 "
16581,"$100,000 "
16582,"$100,000 "
16583,"$100,000 "
16584,"$170,000 "
16585,"$170,000 "
16586,"$100,000 "
16587,"$120,000 "
16588,"$130,000 "
16589,"$130,000 "
16590,"$150,000 "
16591,"$160,000 "
16592,"$80,000 "
16593,"$120,000 "
16594,"$170,000 "
16595,"$170,000 "
16596,"$70,000 "
16597,"$100,000 "
16598,"$130,000 "
16599,"$150,000 "
16600,"$90,000 "
16601,"$130,000 "
16602,"$150,000 "
16603,"$110,000 "
16604,"$120,000 "
16605,"$60,000 "
16606,"$70,000 "
16607,"$70,000 "
16608,"$70,000 "
16609,"$70,000 "
16610,"$70,000 "
16611,"$80,000 "
16612,"$90,000 "
16613,"$70,000 "
16614,"$80,000 "
16615,"$80,000 "
16616,"$90,000 "
16617,"$100,000 "
16618,"$110,000 "
16619,"$120,000 "
16620,"$90,000 "
16621,"$100,000 "
16622,"$100,000 "
16623,"$150,000 "
16624,"$90,000 "
16625,"$100,000 "
16626,"$100,000 "
16627,"$80,000 "
16628,"$80,000 "
16629,"$110,000 "
16630,"$110,000 "
16631,"$90,000 "
16632,"$100,000 "
16633,"$100,000 "
16634,"$90,000 "
16635,"$100,000 "
16636,"$110,000 "
16638,"$110,000 "
16639,"$110,000 "
16640,"$130,000 "
16641,"$70,000 "
16642,"$130,000 "
16643,"$170,000 "
16644,"$170,000 "
16645,"$80,000 "
16646,"$100,000 "
16647,"$120,000 "
16648,"$130,000 "
16649,"$110,000 "
16650,"$120,000 "
